Year,County Name,Region,Age Group,Deaths
2006,Queens,NYC,1-9,34
2006,Queens,NYC,10-19,58
2006,Queens,NYC,20-24,85
2006,Queens,NYC,<1,164
2006,Queens,NYC,25-34,211
2006,Queens,NYC,35-44,447
2006,Queens,NYC,45-54,1048
2006,Queens,NYC,55-64,1607
2006,Queens,NYC,65-74,2300
2006,Queens,NYC,75-84,3989
2006,Queens,NYC,85+,4700
2006,Queens,NYC,Total,14643
2006,Rensselaer,ROS,20-24,3
2006,Rensselaer,ROS,1-9,4
2006,Rensselaer,ROS,<1,5
2006,Rensselaer,ROS,10-19,6
2006,Rensselaer,ROS,25-34,10
2006,Rensselaer,ROS,35-44,35
2006,Rensselaer,ROS,45-54,86
2006,Rensselaer,ROS,55-64,166
2006,Rensselaer,ROS,65-74,215
2006,Rensselaer,ROS,75-84,411
2006,Rensselaer,ROS,85+,484
2006,Rensselaer,ROS,Total,1425
2006,Richmond,NYC,1-9,12
2006,Richmond,NYC,10-19,15
2006,Richmond,NYC,20-24,20
2006,Richmond,NYC,<1,20
2006,Richmond,NYC,25-34,36
2006,Richmond,NYC,35-44,101
2006,Richmond,NYC,45-54,261
2006,Richmond,NYC,55-64,418
2006,Richmond,NYC,65-74,533
2006,Richmond,NYC,75-84,1000
2006,Richmond,NYC,85+,1093
2006,Richmond,NYC,Total,3509
2006,Rockland,ROS,1-9,4
2006,Rockland,ROS,10-19,5
2006,Rockland,ROS,<1,12
2006,Rockland,ROS,20-24,16
2006,Rockland,ROS,25-34,25
2006,Rockland,ROS,35-44,49
2006,Rockland,ROS,45-54,117
2006,Rockland,ROS,55-64,202
2006,Rockland,ROS,65-74,310
2006,Rockland,ROS,75-84,542
2006,Rockland,ROS,85+,700
2006,Rockland,ROS,Total,1982
2006,Saratoga,ROS,1-9,2
2006,Saratoga,ROS,10-19,7
2006,Saratoga,ROS,20-24,8
2006,Saratoga,ROS,<1,9
2006,Saratoga,ROS,25-34,23
2006,Saratoga,ROS,35-44,41
2006,Saratoga,ROS,45-54,85
2006,Saratoga,ROS,55-64,154
2006,Saratoga,ROS,65-74,235
2006,Saratoga,ROS,75-84,415
2006,Saratoga,ROS,85+,481
2006,Saratoga,ROS,Total,1460
2006,Schenectady,ROS,10-19,2
2006,Schenectady,ROS,1-9,4
2006,Schenectady,ROS,20-24,7
2006,Schenectady,ROS,<1,9
2006,Schenectady,ROS,25-34,12
2006,Schenectady,ROS,35-44,42
2006,Schenectady,ROS,45-54,77
2006,Schenectady,ROS,55-64,138
2006,Schenectady,ROS,65-74,182
2006,Schenectady,ROS,75-84,445
2006,Schenectady,ROS,85+,560
2006,Schenectady,ROS,Total,1478
2006,Schoharie,ROS,20-24,1
2006,Schoharie,ROS,<1,1
2006,Schoharie,ROS,10-19,4
2006,Schoharie,ROS,25-34,4
2006,Schoharie,ROS,35-44,9
2006,Schoharie,ROS,45-54,14
2006,Schoharie,ROS,55-64,35
2006,Schoharie,ROS,65-74,38
2006,Schoharie,ROS,85+,87
2006,Schoharie,ROS,75-84,100
2006,Schoharie,ROS,Total,293
2006,Schuyler,ROS,25-34,1
2006,Schuyler,ROS,35-44,2
2006,Schuyler,ROS,20-24,3
2006,Schuyler,ROS,45-54,9
2006,Schuyler,ROS,55-64,23
2006,Schuyler,ROS,65-74,31
2006,Schuyler,ROS,75-84,51
2006,Schuyler,ROS,85+,57
2006,Schuyler,ROS,Total,177
2006,Seneca,ROS,20-24,1
2006,Seneca,ROS,10-19,2
2006,Seneca,ROS,25-34,3
2006,Seneca,ROS,35-44,4
2006,Seneca,ROS,<1,4
2006,Seneca,ROS,45-54,26
2006,Seneca,ROS,55-64,36
2006,Seneca,ROS,65-74,57
2006,Seneca,ROS,85+,77
2006,Seneca,ROS,75-84,116
2006,Seneca,ROS,Total,326
2006,St Lawrence,ROS,1-9,3
2006,St Lawrence,ROS,20-24,3
2006,St Lawrence,ROS,10-19,6
2006,St Lawrence,ROS,<1,11
2006,St Lawrence,ROS,25-34,12
2006,St Lawrence,ROS,35-44,23
2006,St Lawrence,ROS,45-54,59
2006,St Lawrence,ROS,55-64,125
2006,St Lawrence,ROS,65-74,181
2006,St Lawrence,ROS,85+,287
2006,St Lawrence,ROS,75-84,322
2006,St Lawrence,ROS,Total,1032
2006,Steuben,ROS,1-9,2
2006,Steuben,ROS,10-19,4
2006,Steuben,ROS,<1,5
2006,Steuben,ROS,20-24,8
2006,Steuben,ROS,25-34,17
2006,Steuben,ROS,35-44,17
2006,Steuben,ROS,45-54,52
2006,Steuben,ROS,55-64,106
2006,Steuben,ROS,65-74,161
2006,Steuben,ROS,85+,288
2006,Steuben,ROS,75-84,301
2006,Steuben,ROS,Total,961
2006,Suffolk,ROS,1-9,23
2006,Suffolk,ROS,10-19,77
2006,Suffolk,ROS,20-24,77
2006,Suffolk,ROS,<1,89
2006,Suffolk,ROS,25-34,163
2006,Suffolk,ROS,35-44,286
2006,Suffolk,ROS,45-54,694
2006,Suffolk,ROS,55-64,1157
2006,Suffolk,ROS,65-74,1773
2006,Suffolk,ROS,75-84,3154
2006,Suffolk,ROS,85+,3608
2006,Suffolk,ROS,Total,11101
2006,Sullivan,ROS,1-9,1
2006,Sullivan,ROS,<1,3
2006,Sullivan,ROS,20-24,8
2006,Sullivan,ROS,10-19,12
2006,Sullivan,ROS,25-34,12
2006,Sullivan,ROS,35-44,36
2006,Sullivan,ROS,45-54,66
2006,Sullivan,ROS,55-64,97
2006,Sullivan,ROS,65-74,136
2006,Sullivan,ROS,85+,169
2006,Sullivan,ROS,75-84,173
2006,Sullivan,ROS,Total,713
2006,Tioga,ROS,1-9,1
2006,Tioga,ROS,20-24,1
2006,Tioga,ROS,10-19,2
2006,Tioga,ROS,25-34,4
2006,Tioga,ROS,<1,4
2006,Tioga,ROS,35-44,9
2006,Tioga,ROS,45-54,30
2006,Tioga,ROS,55-64,42
2006,Tioga,ROS,65-74,74
2006,Tioga,ROS,85+,122
2006,Tioga,ROS,75-84,141
2006,Tioga,ROS,Total,430
2006,Tompkins,ROS,10-19,2
2006,Tompkins,ROS,20-24,4
2006,Tompkins,ROS,<1,4
2006,Tompkins,ROS,35-44,5
2006,Tompkins,ROS,25-34,6
2006,Tompkins,ROS,45-54,34
2006,Tompkins,ROS,55-64,77
2006,Tompkins,ROS,65-74,82
2006,Tompkins,ROS,75-84,161
2006,Tompkins,ROS,85+,186
2006,Tompkins,ROS,Total,561
2006,Ulster,ROS,1-9,2
2006,Ulster,ROS,10-19,4
2006,Ulster,ROS,20-24,10
2006,Ulster,ROS,<1,11
2006,Ulster,ROS,25-34,21
2006,Ulster,ROS,35-44,39
2006,Ulster,ROS,45-54,109
2006,Ulster,ROS,55-64,200
2006,Ulster,ROS,65-74,254
2006,Ulster,ROS,75-84,388
2006,Ulster,ROS,85+,429
2006,Ulster,ROS,Total,1467
2006,Warren,ROS,<1,2
2006,Warren,ROS,10-19,3
2006,Warren,ROS,20-24,6
2006,Warren,ROS,25-34,9
2006,Warren,ROS,35-44,12
2006,Warren,ROS,45-54,41
2006,Warren,ROS,55-64,65
2006,Warren,ROS,65-74,112
2006,Warren,ROS,75-84,170
2006,Warren,ROS,85+,207
2006,Warren,ROS,Total,627
2006,Washington,ROS,1-9,1
2006,Washington,ROS,25-34,2
2006,Washington,ROS,20-24,3
2006,Washington,ROS,10-19,6
2006,Washington,ROS,<1,7
2006,Washington,ROS,35-44,18
2006,Washington,ROS,45-54,37
2006,Washington,ROS,55-64,78
2006,Washington,ROS,65-74,83
2006,Washington,ROS,75-84,155
2006,Washington,ROS,85+,179
2006,Washington,ROS,Total,569
2006,Wayne,ROS,1-9,2
2006,Wayne,ROS,<1,4
2006,Wayne,ROS,10-19,7
2006,Wayne,ROS,20-24,7
2006,Wayne,ROS,25-34,8
2006,Wayne,ROS,35-44,20
2006,Wayne,ROS,45-54,58
2006,Wayne,ROS,55-64,92
2006,Wayne,ROS,65-74,159
2006,Wayne,ROS,75-84,192
2006,Wayne,ROS,85+,250
2006,Wayne,ROS,Total,799
2006,Westchester,ROS,1-9,14
2006,Westchester,ROS,10-19,27
2006,Westchester,ROS,20-24,32
2006,Westchester,ROS,<1,51
2006,Westchester,ROS,25-34,53
2006,Westchester,ROS,35-44,195
2006,Westchester,ROS,45-54,382
2006,Westchester,ROS,55-64,673
2006,Westchester,ROS,65-74,950
2006,Westchester,ROS,75-84,2020
2006,Westchester,ROS,85+,2666
2006,Westchester,ROS,Total,7063
2006,Wyoming,ROS,1-9,1
2006,Wyoming,ROS,20-24,2
2006,Wyoming,ROS,<1,2
2006,Wyoming,ROS,25-34,3
2006,Wyoming,ROS,35-44,5
2006,Wyoming,ROS,45-54,24
2006,Wyoming,ROS,55-64,40
2006,Wyoming,ROS,65-74,47
2006,Wyoming,ROS,75-84,90
2006,Wyoming,ROS,85+,119
2006,Wyoming,ROS,Total,333
2006,Yates,ROS,25-34,1
2006,Yates,ROS,10-19,2
2006,Yates,ROS,35-44,4
2006,Yates,ROS,45-54,11
2006,Yates,ROS,55-64,21
2006,Yates,ROS,65-74,35
2006,Yates,ROS,75-84,70
2006,Yates,ROS,85+,80
2006,Yates,ROS,Total,224
2007,Albany,ROS,1-9,2
2007,Albany,ROS,20-24,13
2007,Albany,ROS,10-19,16
2007,Albany,ROS,<1,25
2007,Albany,ROS,25-34,27
2007,Albany,ROS,35-44,64
2007,Albany,ROS,45-54,156
2007,Albany,ROS,55-64,267
2007,Albany,ROS,65-74,346
2007,Albany,ROS,75-84,813
2007,Albany,ROS,85+,930
2007,Albany,ROS,Total,2659
2007,Allegany,ROS,1-9,2
2007,Allegany,ROS,10-19,2
2007,Allegany,ROS,<1,3
2007,Allegany,ROS,20-24,4
2007,Allegany,ROS,25-34,9
2007,Allegany,ROS,35-44,12
2007,Allegany,ROS,45-54,36
2007,Allegany,ROS,55-64,53
2007,Allegany,ROS,65-74,78
2007,Allegany,ROS,75-84,119
2007,Allegany,ROS,85+,159
2007,Allegany,ROS,Total,477
2007,Bronx,NYC,1-9,39
2007,Bronx,NYC,10-19,55
2007,Bronx,NYC,20-24,62
2007,Bronx,NYC,<1,139
2007,Bronx,NYC,25-34,197
2007,Bronx,NYC,35-44,475
2007,Bronx,NYC,45-54,929
2007,Bronx,NYC,55-64,1299
2007,Bronx,NYC,65-74,1547
2007,Bronx,NYC,75-84,2025
2007,Bronx,NYC,85+,2291
2007,Bronx,NYC,Total,9058
2007,Broome,ROS,1-9,2
2007,Broome,ROS,10-19,9
2007,Broome,ROS,20-24,9
2007,Broome,ROS,25-34,21
2007,Broome,ROS,<1,24
2007,Broome,ROS,35-44,53
2007,Broome,ROS,45-54,124
2007,Broome,ROS,55-64,213
2007,Broome,ROS,65-74,309
2007,Broome,ROS,75-84,575
2007,Broome,ROS,85+,714
2007,Broome,ROS,Total,2053
2007,Cattaraugus,ROS,1-9,1
2007,Cattaraugus,ROS,10-19,4
2007,Cattaraugus,ROS,20-24,5
2007,Cattaraugus,ROS,<1,9
2007,Cattaraugus,ROS,25-34,14
2007,Cattaraugus,ROS,35-44,21
2007,Cattaraugus,ROS,45-54,43
2007,Cattaraugus,ROS,55-64,86
2007,Cattaraugus,ROS,65-74,142
2007,Cattaraugus,ROS,75-84,210
2007,Cattaraugus,ROS,85+,246
2007,Cattaraugus,ROS,Total,781
2007,Cayuga,ROS,1-9,1
2007,Cayuga,ROS,20-24,3
2007,Cayuga,ROS,25-34,3
2007,Cayuga,ROS,10-19,4
2007,Cayuga,ROS,<1,4
2007,Cayuga,ROS,35-44,16
2007,Cayuga,ROS,45-54,44
2007,Cayuga,ROS,55-64,67
2007,Cayuga,ROS,65-74,104
2007,Cayuga,ROS,75-84,186
2007,Cayuga,ROS,85+,248
2007,Cayuga,ROS,Total,680
2007,Chautauqua,ROS,1-9,1
2007,Chautauqua,ROS,10-19,8
2007,Chautauqua,ROS,20-24,9
2007,Chautauqua,ROS,<1,10
2007,Chautauqua,ROS,25-34,13
2007,Chautauqua,ROS,35-44,32
2007,Chautauqua,ROS,45-54,67
2007,Chautauqua,ROS,55-64,155
2007,Chautauqua,ROS,65-74,208
2007,Chautauqua,ROS,75-84,381
2007,Chautauqua,ROS,85+,513
2007,Chautauqua,ROS,Total,1397
2007,Chemung,ROS,1-9,2
2007,Chemung,ROS,10-19,3
2007,Chemung,ROS,20-24,6
2007,Chemung,ROS,25-34,6
2007,Chemung,ROS,<1,10
2007,Chemung,ROS,35-44,23
2007,Chemung,ROS,45-54,44
2007,Chemung,ROS,55-64,89
2007,Chemung,ROS,65-74,159
2007,Chemung,ROS,75-84,277
2007,Chemung,ROS,85+,326
2007,Chemung,ROS,Total,945
2007,Chenango,ROS,1-9,1
2007,Chenango,ROS,10-19,2
2007,Chenango,ROS,20-24,2
2007,Chenango,ROS,25-34,4
2007,Chenango,ROS,<1,4
2007,Chenango,ROS,35-44,10
2007,Chenango,ROS,45-54,30
2007,Chenango,ROS,55-64,64
2007,Chenango,ROS,65-74,107
2007,Chenango,ROS,85+,165
2007,Chenango,ROS,75-84,181
2007,Chenango,ROS,Total,570
2007,Clinton,ROS,1-9,2
2007,Clinton,ROS,<1,2
2007,Clinton,ROS,20-24,3
2007,Clinton,ROS,10-19,5
2007,Clinton,ROS,25-34,10
2007,Clinton,ROS,35-44,13
2007,Clinton,ROS,45-54,63
2007,Clinton,ROS,55-64,74
2007,Clinton,ROS,65-74,117
2007,Clinton,ROS,75-84,184
2007,Clinton,ROS,85+,202
2007,Clinton,ROS,Total,675
2007,Columbia,ROS,10-19,2
2007,Columbia,ROS,20-24,3
2007,Columbia,ROS,<1,4
2007,Columbia,ROS,35-44,8
2007,Columbia,ROS,25-34,10
2007,Columbia,ROS,45-54,48
2007,Columbia,ROS,55-64,64
2007,Columbia,ROS,65-74,108
2007,Columbia,ROS,75-84,170
2007,Columbia,ROS,85+,217
2007,Columbia,ROS,Total,634
2007,Cortland,ROS,1-9,2
2007,Cortland,ROS,10-19,2
2007,Cortland,ROS,20-24,2
2007,Cortland,ROS,25-34,3
2007,Cortland,ROS,<1,4
2007,Cortland,ROS,35-44,11
2007,Cortland,ROS,45-54,22
2007,Cortland,ROS,55-64,49
2007,Cortland,ROS,65-74,66
2007,Cortland,ROS,75-84,120
2007,Cortland,ROS,85+,136
2007,Cortland,ROS,Total,417
2007,Delaware,ROS,1-9,1
2007,Delaware,ROS,10-19,1
2007,Delaware,ROS,<1,2
2007,Delaware,ROS,20-24,3
2007,Delaware,ROS,25-34,5
2007,Delaware,ROS,35-44,11
2007,Delaware,ROS,45-54,28
2007,Delaware,ROS,55-64,66
2007,Delaware,ROS,65-74,101
2007,Delaware,ROS,85+,166
2007,Delaware,ROS,75-84,187
2007,Delaware,ROS,Total,571
2007,Dutchess,ROS,1-9,5
2007,Dutchess,ROS,<1,10
2007,Dutchess,ROS,10-19,14
2007,Dutchess,ROS,20-24,17
2007,Dutchess,ROS,25-34,21
2007,Dutchess,ROS,35-44,57
2007,Dutchess,ROS,45-54,154
2007,Dutchess,ROS,55-64,244
2007,Dutchess,ROS,65-74,334
2007,Dutchess,ROS,75-84,591
2007,Dutchess,ROS,85+,725
2007,Dutchess,ROS,Total,2172
2007,Erie,ROS,1-9,22
2007,Erie,ROS,10-19,41
2007,Erie,ROS,20-24,48
2007,Erie,ROS,<1,78
2007,Erie,ROS,25-34,111
2007,Erie,ROS,35-44,237
2007,Erie,ROS,45-54,601
2007,Erie,ROS,55-64,1058
2007,Erie,ROS,65-74,1419
2007,Erie,ROS,75-84,2825
2007,Erie,ROS,85+,3069
2007,Erie,ROS,Total,9509
2007,Essex,ROS,<1,2
2007,Essex,ROS,10-19,3
2007,Essex,ROS,25-34,3
2007,Essex,ROS,20-24,4
2007,Essex,ROS,35-44,9
2007,Essex,ROS,45-54,15
2007,Essex,ROS,55-64,37
2007,Essex,ROS,65-74,71
2007,Essex,ROS,75-84,118
2007,Essex,ROS,85+,134
2007,Essex,ROS,Total,396
2007,Franklin,ROS,<1,2
2007,Franklin,ROS,25-34,4
2007,Franklin,ROS,35-44,10
2007,Franklin,ROS,45-54,38
2007,Franklin,ROS,55-64,45
2007,Franklin,ROS,65-74,86
2007,Franklin,ROS,75-84,106
2007,Franklin,ROS,85+,130
2007,Franklin,ROS,Total,421
2007,Fulton,ROS,20-24,1
2007,Fulton,ROS,1-9,2
2007,Fulton,ROS,10-19,3
2007,Fulton,ROS,<1,4
2007,Fulton,ROS,25-34,8
2007,Fulton,ROS,35-44,15
2007,Fulton,ROS,45-54,25
2007,Fulton,ROS,55-64,55
2007,Fulton,ROS,65-74,70
2007,Fulton,ROS,75-84,169
2007,Fulton,ROS,85+,189
2007,Fulton,ROS,Total,541
2007,Genesee,ROS,20-24,1
2007,Genesee,ROS,10-19,2
2007,Genesee,ROS,1-9,3
2007,Genesee,ROS,25-34,4
2007,Genesee,ROS,<1,4
2007,Genesee,ROS,35-44,13
2007,Genesee,ROS,45-54,33
2007,Genesee,ROS,55-64,59
2007,Genesee,ROS,65-74,85
2007,Genesee,ROS,75-84,156
2007,Genesee,ROS,85+,237
2007,Genesee,ROS,Total,597
2007,Greene,ROS,1-9,1
2007,Greene,ROS,25-34,2
2007,Greene,ROS,20-24,4
2007,Greene,ROS,35-44,16
2007,Greene,ROS,45-54,42
2007,Greene,ROS,55-64,79
2007,Greene,ROS,65-74,88
2007,Greene,ROS,75-84,149
2007,Greene,ROS,85+,160
2007,Greene,ROS,Total,541
2007,Hamilton,ROS,35-44,1
2007,Hamilton,ROS,45-54,2
2007,Hamilton,ROS,55-64,8
2007,Hamilton,ROS,85+,11
2007,Hamilton,ROS,65-74,17
2007,Hamilton,ROS,75-84,21
2007,Hamilton,ROS,Total,60
2007,Herkimer,ROS,20-24,2
2007,Herkimer,ROS,1-9,4
2007,Herkimer,ROS,<1,4
2007,Herkimer,ROS,25-34,7
2007,Herkimer,ROS,35-44,14
2007,Herkimer,ROS,45-54,27
2007,Herkimer,ROS,55-64,73
2007,Herkimer,ROS,65-74,114
2007,Herkimer,ROS,75-84,190
2007,Herkimer,ROS,85+,241
2007,Herkimer,ROS,Total,676
2007,Jefferson,ROS,1-9,3
2007,Jefferson,ROS,10-19,5
2007,Jefferson,ROS,25-34,9
2007,Jefferson,ROS,20-24,12
2007,Jefferson,ROS,<1,15
2007,Jefferson,ROS,35-44,29
2007,Jefferson,ROS,45-54,57
2007,Jefferson,ROS,55-64,95
2007,Jefferson,ROS,65-74,159
2007,Jefferson,ROS,75-84,231
2007,Jefferson,ROS,85+,247
2007,Jefferson,ROS,Total,862
2007,Kings,NYC,1-9,51
2007,Kings,NYC,10-19,105
2007,Kings,NYC,20-24,121
2007,Kings,NYC,<1,230
2007,Kings,NYC,25-34,325
2007,Kings,NYC,35-44,666
2007,Kings,NYC,45-54,1430
2007,Kings,NYC,55-64,2083
2007,Kings,NYC,65-74,2578
2007,Kings,NYC,75-84,4053
2007,Kings,NYC,85+,4549
2007,Kings,NYC,Total,16191
2007,Lewis,ROS,25-34,4
2007,Lewis,ROS,<1,4
2007,Lewis,ROS,35-44,6
2007,Lewis,ROS,45-54,17
2007,Lewis,ROS,55-64,24
2007,Lewis,ROS,65-74,31
2007,Lewis,ROS,85+,66
2007,Lewis,ROS,75-84,73
2007,Lewis,ROS,Total,225
2007,Livingston,ROS,1-9,1
2007,Livingston,ROS,10-19,2
2007,Livingston,ROS,20-24,3
2007,Livingston,ROS,<1,4
2007,Livingston,ROS,25-34,5
2007,Livingston,ROS,35-44,12
2007,Livingston,ROS,45-54,26
2007,Livingston,ROS,55-64,60
2007,Livingston,ROS,65-74,79
2007,Livingston,ROS,75-84,139
2007,Livingston,ROS,85+,168
2007,Livingston,ROS,Total,499
2007,Madison,ROS,10-19,3
2007,Madison,ROS,20-24,4
2007,Madison,ROS,<1,4
2007,Madison,ROS,25-34,6
2007,Madison,ROS,35-44,11
2007,Madison,ROS,45-54,34
2007,Madison,ROS,55-64,63
2007,Madison,ROS,65-74,103
2007,Madison,ROS,75-84,165
2007,Madison,ROS,85+,178
2007,Madison,ROS,Total,571
2007,Monroe,ROS,1-9,16
2007,Monroe,ROS,20-24,31
2007,Monroe,ROS,10-19,42
2007,Monroe,ROS,<1,60
2007,Monroe,ROS,25-34,68
2007,Monroe,ROS,35-44,168
2007,Monroe,ROS,45-54,375
2007,Monroe,ROS,55-64,640
2007,Monroe,ROS,65-74,823
2007,Monroe,ROS,75-84,1669
2007,Monroe,ROS,85+,2309
2007,Monroe,ROS,Total,6201
2007,Montgomery,ROS,1-9,1
2007,Montgomery,ROS,<1,1
2007,Montgomery,ROS,20-24,2
2007,Montgomery,ROS,25-34,4
2007,Montgomery,ROS,35-44,16
2007,Montgomery,ROS,45-54,34
2007,Montgomery,ROS,55-64,58
2007,Montgomery,ROS,65-74,89
2007,Montgomery,ROS,75-84,175
2007,Montgomery,ROS,85+,229
2007,Montgomery,ROS,Total,609
2007,Nassau,ROS,1-9,15
2007,Nassau,ROS,10-19,45
2007,Nassau,ROS,20-24,52
2007,Nassau,ROS,<1,65
2007,Nassau,ROS,25-34,83
2007,Nassau,ROS,35-44,195
2007,Nassau,ROS,45-54,577
2007,Nassau,ROS,55-64,920
2007,Nassau,ROS,65-74,1438
2007,Nassau,ROS,75-84,3154
2007,Nassau,ROS,85+,3886
2007,Nassau,ROS,Total,10430
2007,New York,NYC,1-9,17
2007,New York,NYC,10-19,28
2007,New York,NYC,20-24,48
2007,New York,NYC,<1,77
2007,New York,NYC,25-34,141
2007,New York,NYC,35-44,339
2007,New York,NYC,45-54,750
2007,New York,NYC,55-64,1272
2007,New York,NYC,65-74,1653
2007,New York,NYC,75-84,2565
2007,New York,NYC,85+,3112
2007,New York,NYC,Total,10002
2007,Niagara,ROS,1-9,6
2007,Niagara,ROS,10-19,7
2007,Niagara,ROS,20-24,13
2007,Niagara,ROS,<1,19
2007,Niagara,ROS,25-34,21
2007,Niagara,ROS,35-44,58
2007,Niagara,ROS,45-54,151
2007,Niagara,ROS,55-64,254
2007,Niagara,ROS,65-74,374
2007,Niagara,ROS,75-84,674
2007,Niagara,ROS,85+,741
2007,Niagara,ROS,Total,2318
2007,Oneida,ROS,10-19,4
2007,Oneida,ROS,1-9,7
2007,Oneida,ROS,20-24,12
2007,Oneida,ROS,<1,16
2007,Oneida,ROS,25-34,19
2007,Oneida,ROS,35-44,58
2007,Oneida,ROS,45-54,143
2007,Oneida,ROS,55-64,287
2007,Oneida,ROS,65-74,371
2007,Oneida,ROS,75-84,709
2007,Oneida,ROS,85+,850
2007,Oneida,ROS,Total,2476
2007,Onondaga,ROS,1-9,7
2007,Onondaga,ROS,20-24,21
2007,Onondaga,ROS,10-19,22
2007,Onondaga,ROS,<1,36
2007,Onondaga,ROS,25-34,41
2007,Onondaga,ROS,35-44,85
2007,Onondaga,ROS,45-54,246
2007,Onondaga,ROS,55-64,420
2007,Onondaga,ROS,65-74,593
2007,Onondaga,ROS,75-84,1127
2007,Onondaga,ROS,85+,1361
2007,Onondaga,ROS,Total,3959
2007,Ontario,ROS,10-19,2
2007,Ontario,ROS,1-9,4
2007,Ontario,ROS,25-34,5
2007,Ontario,ROS,20-24,8
2007,Ontario,ROS,<1,10
2007,Ontario,ROS,35-44,18
2007,Ontario,ROS,45-54,45
2007,Ontario,ROS,55-64,79
2007,Ontario,ROS,65-74,144
2007,Ontario,ROS,75-84,231
2007,Ontario,ROS,85+,347
2007,Ontario,ROS,Total,893
2007,Orange,ROS,1-9,9
2007,Orange,ROS,10-19,18
2007,Orange,ROS,20-24,19
2007,Orange,ROS,25-34,35
2007,Orange,ROS,<1,37
2007,Orange,ROS,35-44,82
2007,Orange,ROS,45-54,195
2007,Orange,ROS,55-64,326
2007,Orange,ROS,65-74,397
2007,Orange,ROS,75-84,645
2007,Orange,ROS,85+,738
2007,Orange,ROS,Total,2501
2007,Orleans,ROS,25-34,1
2007,Orleans,ROS,20-24,2
2007,Orleans,ROS,<1,2
2007,Orleans,ROS,10-19,3
2007,Orleans,ROS,35-44,11
2007,Orleans,ROS,45-54,19
2007,Orleans,ROS,55-64,47
2007,Orleans,ROS,65-74,51
2007,Orleans,ROS,75-84,95
2007,Orleans,ROS,85+,119
2007,Orleans,ROS,Total,350
2007,Oswego,ROS,20-24,4
2007,Oswego,ROS,10-19,5
2007,Oswego,ROS,<1,7
2007,Oswego,ROS,25-34,11
2007,Oswego,ROS,35-44,27
2007,Oswego,ROS,45-54,80
2007,Oswego,ROS,55-64,124
2007,Oswego,ROS,65-74,175
2007,Oswego,ROS,85+,293
2007,Oswego,ROS,75-84,300
2007,Oswego,ROS,Total,1026
2007,Otsego,ROS,1-9,1
2007,Otsego,ROS,10-19,2
2007,Otsego,ROS,20-24,3
2007,Otsego,ROS,<1,3
2007,Otsego,ROS,25-34,8
2007,Otsego,ROS,35-44,16
2007,Otsego,ROS,45-54,30
2007,Otsego,ROS,55-64,75
2007,Otsego,ROS,65-74,87
2007,Otsego,ROS,75-84,148
2007,Otsego,ROS,85+,183
2007,Otsego,ROS,Total,556
2007,Putnam,ROS,20-24,3
2007,Putnam,ROS,<1,4
2007,Putnam,ROS,10-19,7
2007,Putnam,ROS,25-34,11
2007,Putnam,ROS,35-44,26
2007,Putnam,ROS,45-54,44
2007,Putnam,ROS,55-64,58
2007,Putnam,ROS,65-74,94
2007,Putnam,ROS,75-84,151
2007,Putnam,ROS,85+,167
2007,Putnam,ROS,Total,565
2007,Queens,NYC,1-9,31
2007,Queens,NYC,10-19,57
2007,Queens,NYC,20-24,92
2007,Queens,NYC,<1,154
2007,Queens,NYC,25-34,201
2007,Queens,NYC,35-44,416
2007,Queens,NYC,45-54,1027
2007,Queens,NYC,55-64,1585
2007,Queens,NYC,65-74,2173
2007,Queens,NYC,75-84,3954
2007,Queens,NYC,85+,4705
2007,Queens,NYC,Total,14395
2007,Rensselaer,ROS,1-9,1
2007,Rensselaer,ROS,20-24,5
2007,Rensselaer,ROS,10-19,8
2007,Rensselaer,ROS,<1,12
2007,Rensselaer,ROS,25-34,13
2007,Rensselaer,ROS,35-44,31
2007,Rensselaer,ROS,45-54,98
2007,Rensselaer,ROS,55-64,157
2007,Rensselaer,ROS,65-74,208
2007,Rensselaer,ROS,75-84,411
2007,Rensselaer,ROS,85+,468
2007,Rensselaer,ROS,Total,1412
2007,Richmond,NYC,1-9,8
2007,Richmond,NYC,10-19,13
2007,Richmond,NYC,20-24,20
2007,Richmond,NYC,<1,23
2007,Richmond,NYC,25-34,35
2007,Richmond,NYC,35-44,100
2007,Richmond,NYC,45-54,241
2007,Richmond,NYC,55-64,428
2007,Richmond,NYC,65-74,516
2007,Richmond,NYC,75-84,911
2007,Richmond,NYC,85+,985
2007,Richmond,NYC,Total,3280
2007,Rockland,ROS,1-9,3
2007,Rockland,ROS,10-19,6
2007,Rockland,ROS,20-24,8
2007,Rockland,ROS,25-34,17
2007,Rockland,ROS,<1,21
2007,Rockland,ROS,35-44,32
2007,Rockland,ROS,45-54,90
2007,Rockland,ROS,55-64,189
2007,Rockland,ROS,65-74,291
2007,Rockland,ROS,75-84,545
2007,Rockland,ROS,85+,668
2007,Rockland,ROS,Total,1870
2007,Saratoga,ROS,1-9,2
2007,Saratoga,ROS,10-19,5
2007,Saratoga,ROS,<1,6
2007,Saratoga,ROS,20-24,7
2007,Saratoga,ROS,25-34,11
2007,Saratoga,ROS,35-44,37
2007,Saratoga,ROS,45-54,120
2007,Saratoga,ROS,55-64,151
2007,Saratoga,ROS,65-74,269
2007,Saratoga,ROS,75-84,442
2007,Saratoga,ROS,85+,483
2007,Saratoga,ROS,Total,1533
2007,Schenectady,ROS,1-9,4
2007,Schenectady,ROS,10-19,8
2007,Schenectady,ROS,20-24,8
