Year,County Name,Region,Age Group,Deaths
2009,Saratoga,ROS,25-34,17
2009,Saratoga,ROS,35-44,40
2009,Saratoga,ROS,45-54,100
2009,Saratoga,ROS,55-64,175
2009,Saratoga,ROS,65-74,293
2009,Saratoga,ROS,75-84,460
2009,Saratoga,ROS,85+,560
2009,Saratoga,ROS,Total,1677
2009,Schenectady,ROS,1-9,2
2009,Schenectady,ROS,20-24,5
2009,Schenectady,ROS,10-19,8
2009,Schenectady,ROS,25-34,16
2009,Schenectady,ROS,<1,16
2009,Schenectady,ROS,35-44,37
2009,Schenectady,ROS,45-54,88
2009,Schenectady,ROS,55-64,148
2009,Schenectady,ROS,65-74,181
2009,Schenectady,ROS,75-84,382
2009,Schenectady,ROS,85+,611
2009,Schenectady,ROS,Total,1494
2009,Schoharie,ROS,20-24,1
2009,Schoharie,ROS,25-34,2
2009,Schoharie,ROS,<1,2
2009,Schoharie,ROS,10-19,3
2009,Schoharie,ROS,35-44,9
2009,Schoharie,ROS,45-54,20
2009,Schoharie,ROS,55-64,35
2009,Schoharie,ROS,65-74,50
2009,Schoharie,ROS,75-84,72
2009,Schoharie,ROS,85+,83
2009,Schoharie,ROS,Total,277
2009,Schuyler,ROS,1-9,1
2009,Schuyler,ROS,10-19,1
2009,Schuyler,ROS,20-24,1
2009,Schuyler,ROS,25-34,3
2009,Schuyler,ROS,35-44,3
2009,Schuyler,ROS,45-54,9
2009,Schuyler,ROS,55-64,23
2009,Schuyler,ROS,65-74,31
2009,Schuyler,ROS,75-84,39
2009,Schuyler,ROS,85+,57
2009,Schuyler,ROS,Total,168
2009,Seneca,ROS,10-19,2
2009,Seneca,ROS,20-24,2
2009,Seneca,ROS,<1,2
2009,Seneca,ROS,25-34,3
2009,Seneca,ROS,35-44,6
2009,Seneca,ROS,45-54,21
2009,Seneca,ROS,55-64,34
2009,Seneca,ROS,65-74,47
2009,Seneca,ROS,75-84,96
2009,Seneca,ROS,85+,105
2009,Seneca,ROS,Total,318
2009,St Lawrence,ROS,1-9,4
2009,St Lawrence,ROS,<1,4
2009,St Lawrence,ROS,10-19,5
2009,St Lawrence,ROS,20-24,5
2009,St Lawrence,ROS,25-34,11
2009,St Lawrence,ROS,35-44,17
2009,St Lawrence,ROS,45-54,70
2009,St Lawrence,ROS,55-64,100
2009,St Lawrence,ROS,65-74,197
2009,St Lawrence,ROS,75-84,275
2009,St Lawrence,ROS,85+,298
2009,St Lawrence,ROS,Total,986
2009,Steuben,ROS,1-9,1
2009,Steuben,ROS,10-19,3
2009,Steuben,ROS,25-34,5
2009,Steuben,ROS,20-24,8
2009,Steuben,ROS,<1,8
2009,Steuben,ROS,35-44,23
2009,Steuben,ROS,45-54,61
2009,Steuben,ROS,55-64,123
2009,Steuben,ROS,65-74,154
2009,Steuben,ROS,75-84,274
2009,Steuben,ROS,85+,287
2009,Steuben,ROS,Total,947
2009,Suffolk,ROS,1-9,18
2009,Suffolk,ROS,<1,60
2009,Suffolk,ROS,10-19,75
2009,Suffolk,ROS,20-24,75
2009,Suffolk,ROS,25-34,166
2009,Suffolk,ROS,35-44,231
2009,Suffolk,ROS,45-54,750
2009,Suffolk,ROS,55-64,1201
2009,Suffolk,ROS,65-74,1806
2009,Suffolk,ROS,75-84,3050
2009,Suffolk,ROS,85+,3721
2009,Suffolk,ROS,Total,11153
2009,Sullivan,ROS,1-9,2
2009,Sullivan,ROS,10-19,2
2009,Sullivan,ROS,20-24,8
2009,Sullivan,ROS,<1,9
2009,Sullivan,ROS,25-34,11
2009,Sullivan,ROS,35-44,15
2009,Sullivan,ROS,45-54,61
2009,Sullivan,ROS,55-64,100
2009,Sullivan,ROS,65-74,137
2009,Sullivan,ROS,75-84,186
2009,Sullivan,ROS,85+,190
2009,Sullivan,ROS,Total,721
2009,Tioga,ROS,1-9,1
2009,Tioga,ROS,10-19,2
2009,Tioga,ROS,20-24,2
2009,Tioga,ROS,25-34,2
2009,Tioga,ROS,<1,2
2009,Tioga,ROS,35-44,9
2009,Tioga,ROS,45-54,27
2009,Tioga,ROS,55-64,45
2009,Tioga,ROS,65-74,63
2009,Tioga,ROS,75-84,117
2009,Tioga,ROS,85+,124
2009,Tioga,ROS,Total,394
2009,Tompkins,ROS,1-9,1
2009,Tompkins,ROS,10-19,4
2009,Tompkins,ROS,20-24,4
2009,Tompkins,ROS,<1,4
2009,Tompkins,ROS,25-34,7
2009,Tompkins,ROS,35-44,9
2009,Tompkins,ROS,45-54,25
2009,Tompkins,ROS,55-64,67
2009,Tompkins,ROS,65-74,94
2009,Tompkins,ROS,75-84,132
2009,Tompkins,ROS,85+,252
2009,Tompkins,ROS,Total,599
2009,Ulster,ROS,1-9,5
2009,Ulster,ROS,10-19,7
2009,Ulster,ROS,<1,9
2009,Ulster,ROS,20-24,12
2009,Ulster,ROS,25-34,16
2009,Ulster,ROS,35-44,27
2009,Ulster,ROS,45-54,125
2009,Ulster,ROS,55-64,205
2009,Ulster,ROS,65-74,257
2009,Ulster,ROS,75-84,422
2009,Ulster,ROS,85+,430
2009,Ulster,ROS,Total,1515
2009,Warren,ROS,20-24,1
2009,Warren,ROS,10-19,2
2009,Warren,ROS,<1,2
2009,Warren,ROS,25-34,4
2009,Warren,ROS,35-44,15
2009,Warren,ROS,45-54,20
2009,Warren,ROS,55-64,58
2009,Warren,ROS,65-74,98
2009,Warren,ROS,75-84,184
2009,Warren,ROS,85+,212
2009,Warren,ROS,Total,596
2009,Washington,ROS,<1,2
2009,Washington,ROS,10-19,3
2009,Washington,ROS,20-24,5
2009,Washington,ROS,25-34,5
2009,Washington,ROS,35-44,18
2009,Washington,ROS,45-54,35
2009,Washington,ROS,55-64,68
2009,Washington,ROS,65-74,101
2009,Washington,ROS,75-84,165
2009,Washington,ROS,85+,208
2009,Washington,ROS,Total,610
2009,Wayne,ROS,1-9,2
2009,Wayne,ROS,<1,2
2009,Wayne,ROS,10-19,5
2009,Wayne,ROS,25-34,8
2009,Wayne,ROS,20-24,9
2009,Wayne,ROS,35-44,20
2009,Wayne,ROS,45-54,66
2009,Wayne,ROS,55-64,107
2009,Wayne,ROS,65-74,117
2009,Wayne,ROS,75-84,217
2009,Wayne,ROS,85+,227
2009,Wayne,ROS,Total,780
2009,Westchester,ROS,1-9,18
2009,Westchester,ROS,10-19,22
2009,Westchester,ROS,20-24,33
2009,Westchester,ROS,<1,64
2009,Westchester,ROS,25-34,74
2009,Westchester,ROS,35-44,120
2009,Westchester,ROS,45-54,384
2009,Westchester,ROS,55-64,621
2009,Westchester,ROS,65-74,926
2009,Westchester,ROS,75-84,1806
2009,Westchester,ROS,85+,2595
2009,Westchester,ROS,Total,6663
2009,Wyoming,ROS,10-19,1
2009,Wyoming,ROS,<1,1
2009,Wyoming,ROS,20-24,2
2009,Wyoming,ROS,25-34,3
2009,Wyoming,ROS,35-44,6
2009,Wyoming,ROS,45-54,16
2009,Wyoming,ROS,55-64,36
2009,Wyoming,ROS,65-74,58
2009,Wyoming,ROS,75-84,91
2009,Wyoming,ROS,85+,115
2009,Wyoming,ROS,Total,329
2009,Yates,ROS,1-9,1
2009,Yates,ROS,20-24,1
2009,Yates,ROS,<1,1
2009,Yates,ROS,25-34,2
2009,Yates,ROS,35-44,4
2009,Yates,ROS,45-54,11
2009,Yates,ROS,55-64,29
2009,Yates,ROS,65-74,41
2009,Yates,ROS,75-84,79
2009,Yates,ROS,85+,79
2009,Yates,ROS,Total,248
2010,Albany,ROS,10-19,4
2010,Albany,ROS,1-9,5
2010,Albany,ROS,20-24,20
2010,Albany,ROS,25-34,23
2010,Albany,ROS,<1,25
2010,Albany,ROS,35-44,43
2010,Albany,ROS,45-54,163
2010,Albany,ROS,55-64,284
2010,Albany,ROS,65-74,362
2010,Albany,ROS,75-84,662
2010,Albany,ROS,85+,979
2010,Albany,ROS,Total,2570
2010,Allegany,ROS,10-19,1
2010,Allegany,ROS,25-34,2
2010,Allegany,ROS,35-44,12
2010,Allegany,ROS,45-54,24
2010,Allegany,ROS,55-64,30
2010,Allegany,ROS,65-74,88
2010,Allegany,ROS,75-84,114
2010,Allegany,ROS,85+,146
2010,Allegany,ROS,Total,417
2010,Bronx,NYC,1-9,25
2010,Bronx,NYC,10-19,60
2010,Bronx,NYC,20-24,77
2010,Bronx,NYC,<1,125
2010,Bronx,NYC,25-34,186
2010,Bronx,NYC,35-44,348
2010,Bronx,NYC,45-54,824
2010,Bronx,NYC,55-64,1345
2010,Bronx,NYC,65-74,1562
2010,Bronx,NYC,75-84,1909
2010,Bronx,NYC,85+,2316
2010,Bronx,NYC,Total,8777
2010,Broome,ROS,10-19,3
2010,Broome,ROS,1-9,4
2010,Broome,ROS,<1,9
2010,Broome,ROS,20-24,16
2010,Broome,ROS,25-34,27
2010,Broome,ROS,35-44,50
2010,Broome,ROS,45-54,110
2010,Broome,ROS,55-64,196
2010,Broome,ROS,65-74,264
2010,Broome,ROS,75-84,551
2010,Broome,ROS,85+,792
2010,Broome,ROS,Total,2022
2010,Cattaraugus,ROS,1-9,2
2010,Cattaraugus,ROS,<1,2
2010,Cattaraugus,ROS,10-19,4
2010,Cattaraugus,ROS,25-34,5
2010,Cattaraugus,ROS,20-24,6
2010,Cattaraugus,ROS,35-44,18
2010,Cattaraugus,ROS,45-54,59
2010,Cattaraugus,ROS,55-64,115
2010,Cattaraugus,ROS,65-74,154
2010,Cattaraugus,ROS,75-84,230
2010,Cattaraugus,ROS,85+,275
2010,Cattaraugus,ROS,Total,870
2010,Cayuga,ROS,1-9,4
2010,Cayuga,ROS,<1,4
2010,Cayuga,ROS,10-19,5
2010,Cayuga,ROS,20-24,5
2010,Cayuga,ROS,25-34,7
2010,Cayuga,ROS,35-44,18
2010,Cayuga,ROS,45-54,37
2010,Cayuga,ROS,55-64,76
2010,Cayuga,ROS,65-74,111
2010,Cayuga,ROS,75-84,178
2010,Cayuga,ROS,85+,286
2010,Cayuga,ROS,Total,731
2010,Chautauqua,ROS,1-9,1
2010,Chautauqua,ROS,20-24,3
2010,Chautauqua,ROS,10-19,6
2010,Chautauqua,ROS,<1,13
2010,Chautauqua,ROS,25-34,17
2010,Chautauqua,ROS,35-44,27
2010,Chautauqua,ROS,45-54,87
2010,Chautauqua,ROS,55-64,162
2010,Chautauqua,ROS,65-74,190
2010,Chautauqua,ROS,75-84,414
2010,Chautauqua,ROS,85+,520
2010,Chautauqua,ROS,Total,1440
2010,Chemung,ROS,1-9,2
2010,Chemung,ROS,10-19,4
2010,Chemung,ROS,20-24,4
2010,Chemung,ROS,<1,5
2010,Chemung,ROS,25-34,12
2010,Chemung,ROS,35-44,19
2010,Chemung,ROS,45-54,49
2010,Chemung,ROS,55-64,94
2010,Chemung,ROS,65-74,153
2010,Chemung,ROS,75-84,251
2010,Chemung,ROS,85+,333
2010,Chemung,ROS,Total,926
2010,Chenango,ROS,1-9,1
2010,Chenango,ROS,10-19,3
2010,Chenango,ROS,<1,4
2010,Chenango,ROS,20-24,5
2010,Chenango,ROS,25-34,6
2010,Chenango,ROS,35-44,10
2010,Chenango,ROS,45-54,37
2010,Chenango,ROS,55-64,53
2010,Chenango,ROS,65-74,84
2010,Chenango,ROS,75-84,149
2010,Chenango,ROS,85+,200
2010,Chenango,ROS,Total,552
2010,Clinton,ROS,10-19,2
2010,Clinton,ROS,<1,6
2010,Clinton,ROS,20-24,7
2010,Clinton,ROS,25-34,12
2010,Clinton,ROS,35-44,17
2010,Clinton,ROS,45-54,40
2010,Clinton,ROS,55-64,68
2010,Clinton,ROS,65-74,127
2010,Clinton,ROS,75-84,176
2010,Clinton,ROS,85+,196
2010,Clinton,ROS,Total,651
2010,Columbia,ROS,1-9,1
2010,Columbia,ROS,20-24,2
2010,Columbia,ROS,10-19,3
2010,Columbia,ROS,25-34,3
2010,Columbia,ROS,<1,3
2010,Columbia,ROS,35-44,12
2010,Columbia,ROS,45-54,38
2010,Columbia,ROS,55-64,87
2010,Columbia,ROS,65-74,118
2010,Columbia,ROS,75-84,188
2010,Columbia,ROS,85+,235
2010,Columbia,ROS,Total,690
2010,Cortland,ROS,20-24,2
2010,Cortland,ROS,35-44,4
2010,Cortland,ROS,<1,4
2010,Cortland,ROS,25-34,8
2010,Cortland,ROS,45-54,35
2010,Cortland,ROS,55-64,61
2010,Cortland,ROS,65-74,61
2010,Cortland,ROS,75-84,106
2010,Cortland,ROS,85+,145
2010,Cortland,ROS,Total,426
2010,Delaware,ROS,1-9,1
2010,Delaware,ROS,<1,2
2010,Delaware,ROS,10-19,3
2010,Delaware,ROS,35-44,8
2010,Delaware,ROS,25-34,9
2010,Delaware,ROS,45-54,30
2010,Delaware,ROS,55-64,62
2010,Delaware,ROS,65-74,83
2010,Delaware,ROS,75-84,152
2010,Delaware,ROS,85+,179
2010,Delaware,ROS,Total,529
2010,Dutchess,ROS,1-9,4
2010,Dutchess,ROS,10-19,11
2010,Dutchess,ROS,20-24,16
2010,Dutchess,ROS,<1,21
2010,Dutchess,ROS,25-34,27
2010,Dutchess,ROS,35-44,47
2010,Dutchess,ROS,45-54,161
2010,Dutchess,ROS,55-64,254
2010,Dutchess,ROS,65-74,366
2010,Dutchess,ROS,75-84,623
2010,Dutchess,ROS,85+,685
2010,Dutchess,ROS,Total,2215
2010,Erie,ROS,1-9,14
2010,Erie,ROS,10-19,31
2010,Erie,ROS,20-24,75
2010,Erie,ROS,<1,84
2010,Erie,ROS,25-34,118
2010,Erie,ROS,35-44,180
2010,Erie,ROS,45-54,562
2010,Erie,ROS,55-64,1017
2010,Erie,ROS,65-74,1404
2010,Erie,ROS,75-84,2493
2010,Erie,ROS,85+,3305
2010,Erie,ROS,Total,9283
2010,Essex,ROS,10-19,1
2010,Essex,ROS,25-34,4
2010,Essex,ROS,35-44,10
2010,Essex,ROS,45-54,27
2010,Essex,ROS,55-64,34
2010,Essex,ROS,65-74,61
2010,Essex,ROS,75-84,112
2010,Essex,ROS,85+,130
2010,Essex,ROS,Total,379
2010,Franklin,ROS,<1,1
2010,Franklin,ROS,20-24,2
2010,Franklin,ROS,1-9,3
2010,Franklin,ROS,10-19,4
2010,Franklin,ROS,25-34,4
2010,Franklin,ROS,35-44,12
2010,Franklin,ROS,45-54,25
2010,Franklin,ROS,55-64,50
2010,Franklin,ROS,65-74,68
2010,Franklin,ROS,75-84,109
2010,Franklin,ROS,85+,131
2010,Franklin,ROS,Total,409
2010,Fulton,ROS,1-9,1
2010,Fulton,ROS,<1,2
2010,Fulton,ROS,20-24,4
2010,Fulton,ROS,25-34,5
2010,Fulton,ROS,35-44,13
2010,Fulton,ROS,45-54,24
2010,Fulton,ROS,55-64,68
2010,Fulton,ROS,65-74,84
2010,Fulton,ROS,75-84,147
2010,Fulton,ROS,85+,213
2010,Fulton,ROS,Total,561
2010,Genesee,ROS,10-19,1
2010,Genesee,ROS,25-34,4
2010,Genesee,ROS,<1,4
2010,Genesee,ROS,20-24,11
2010,Genesee,ROS,35-44,11
2010,Genesee,ROS,45-54,31
2010,Genesee,ROS,55-64,65
2010,Genesee,ROS,65-74,85
2010,Genesee,ROS,75-84,180
2010,Genesee,ROS,85+,207
2010,Genesee,ROS,Total,599
2010,Greene,ROS,20-24,1
2010,Greene,ROS,1-9,3
2010,Greene,ROS,10-19,3
2010,Greene,ROS,25-34,5
2010,Greene,ROS,<1,6
2010,Greene,ROS,35-44,16
2010,Greene,ROS,45-54,37
2010,Greene,ROS,55-64,54
2010,Greene,ROS,65-74,98
2010,Greene,ROS,85+,149
2010,Greene,ROS,75-84,152
2010,Greene,ROS,Total,524
2010,Hamilton,ROS,35-44,2
2010,Hamilton,ROS,45-54,5
2010,Hamilton,ROS,55-64,7
2010,Hamilton,ROS,65-74,8
2010,Hamilton,ROS,85+,12
2010,Hamilton,ROS,75-84,19
2010,Hamilton,ROS,Total,53
2010,Herkimer,ROS,1-9,1
2010,Herkimer,ROS,10-19,3
2010,Herkimer,ROS,20-24,3
2010,Herkimer,ROS,35-44,6
2010,Herkimer,ROS,25-34,7
2010,Herkimer,ROS,<1,8
2010,Herkimer,ROS,45-54,34
2010,Herkimer,ROS,55-64,62
2010,Herkimer,ROS,65-74,108
2010,Herkimer,ROS,75-84,168
2010,Herkimer,ROS,85+,211
2010,Herkimer,ROS,Total,611
2010,Jefferson,ROS,1-9,3
2010,Jefferson,ROS,10-19,10
2010,Jefferson,ROS,20-24,10
2010,Jefferson,ROS,<1,10
2010,Jefferson,ROS,25-34,12
2010,Jefferson,ROS,35-44,30
2010,Jefferson,ROS,45-54,44
2010,Jefferson,ROS,55-64,92
2010,Jefferson,ROS,65-74,163
2010,Jefferson,ROS,75-84,266
2010,Jefferson,ROS,85+,267
2010,Jefferson,ROS,Total,907
2010,Kings,NYC,1-9,42
2010,Kings,NYC,10-19,98
2010,Kings,NYC,20-24,130
2010,Kings,NYC,<1,180
2010,Kings,NYC,25-34,293
2010,Kings,NYC,35-44,501
2010,Kings,NYC,45-54,1351
2010,Kings,NYC,55-64,2155
2010,Kings,NYC,65-74,2537
2010,Kings,NYC,75-84,3544
2010,Kings,NYC,85+,4674
2010,Kings,NYC,Total,15505
2010,Lewis,ROS,10-19,1
2010,Lewis,ROS,<1,1
2010,Lewis,ROS,25-34,7
2010,Lewis,ROS,35-44,8
2010,Lewis,ROS,45-54,16
2010,Lewis,ROS,55-64,25
2010,Lewis,ROS,65-74,38
2010,Lewis,ROS,75-84,76
2010,Lewis,ROS,85+,79
2010,Lewis,ROS,Total,251
2010,Livingston,ROS,1-9,1
2010,Livingston,ROS,<1,1
2010,Livingston,ROS,10-19,3
2010,Livingston,ROS,25-34,3
2010,Livingston,ROS,20-24,4
2010,Livingston,ROS,35-44,8
2010,Livingston,ROS,45-54,43
2010,Livingston,ROS,55-64,59
2010,Livingston,ROS,65-74,80
2010,Livingston,ROS,75-84,136
2010,Livingston,ROS,85+,202
2010,Livingston,ROS,Total,540
2010,Madison,ROS,10-19,2
2010,Madison,ROS,<1,3
2010,Madison,ROS,20-24,4
2010,Madison,ROS,25-34,7
2010,Madison,ROS,35-44,17
2010,Madison,ROS,45-54,33
2010,Madison,ROS,55-64,73
2010,Madison,ROS,65-74,88
2010,Madison,ROS,75-84,183
2010,Madison,ROS,85+,194
2010,Madison,ROS,Total,604
2010,Monroe,ROS,1-9,10
2010,Monroe,ROS,10-19,27
2010,Monroe,ROS,20-24,36
2010,Monroe,ROS,<1,59
2010,Monroe,ROS,25-34,70
2010,Monroe,ROS,35-44,129
2010,Monroe,ROS,45-54,415
2010,Monroe,ROS,55-64,659
2010,Monroe,ROS,65-74,819
2010,Monroe,ROS,75-84,1594
2010,Monroe,ROS,85+,2429
2010,Monroe,ROS,Total,6247
2010,Montgomery,ROS,20-24,4
2010,Montgomery,ROS,<1,4
2010,Montgomery,ROS,25-34,5
2010,Montgomery,ROS,35-44,8
2010,Montgomery,ROS,45-54,31
2010,Montgomery,ROS,55-64,62
2010,Montgomery,ROS,65-74,75
2010,Montgomery,ROS,75-84,140
2010,Montgomery,ROS,85+,240
2010,Montgomery,ROS,Total,569
2010,Nassau,ROS,1-9,11
2010,Nassau,ROS,10-19,34
2010,Nassau,ROS,20-24,61
2010,Nassau,ROS,<1,68
2010,Nassau,ROS,25-34,94
2010,Nassau,ROS,35-44,200
2010,Nassau,ROS,45-54,502
2010,Nassau,ROS,55-64,1014
2010,Nassau,ROS,65-74,1355
2010,Nassau,ROS,75-84,2861
2010,Nassau,ROS,85+,4391
2010,Nassau,ROS,Total,10591
2010,New York,NYC,1-9,10
2010,New York,NYC,10-19,28
2010,New York,NYC,20-24,42
2010,New York,NYC,<1,72
2010,New York,NYC,25-34,114
2010,New York,NYC,35-44,222
2010,New York,NYC,45-54,661
2010,New York,NYC,55-64,1236
2010,New York,NYC,65-74,1568
2010,New York,NYC,75-84,2314
2010,New York,NYC,85+,3358
2010,New York,NYC,Total,9625
2010,Niagara,ROS,1-9,5
2010,Niagara,ROS,10-19,8
2010,Niagara,ROS,<1,12
2010,Niagara,ROS,20-24,13
2010,Niagara,ROS,25-34,27
2010,Niagara,ROS,35-44,57
2010,Niagara,ROS,45-54,161
2010,Niagara,ROS,55-64,272
2010,Niagara,ROS,65-74,329
2010,Niagara,ROS,75-84,621
2010,Niagara,ROS,85+,745
2010,Niagara,ROS,Total,2250
2010,Oneida,ROS,1-9,3
2010,Oneida,ROS,10-19,8
2010,Oneida,ROS,20-24,13
2010,Oneida,ROS,25-34,22
2010,Oneida,ROS,<1,25
2010,Oneida,ROS,35-44,47
2010,Oneida,ROS,45-54,137
2010,Oneida,ROS,55-64,249
2010,Oneida,ROS,65-74,370
2010,Oneida,ROS,75-84,624
2010,Oneida,ROS,85+,952
2010,Oneida,ROS,Total,2450
2010,Onondaga,ROS,1-9,8
2010,Onondaga,ROS,10-19,20
2010,Onondaga,ROS,20-24,27
2010,Onondaga,ROS,<1,29
2010,Onondaga,ROS,25-34,40
2010,Onondaga,ROS,35-44,87
2010,Onondaga,ROS,45-54,229
2010,Onondaga,ROS,55-64,447
2010,Onondaga,ROS,65-74,580
2010,Onondaga,ROS,75-84,1060
2010,Onondaga,ROS,85+,1491
2010,Onondaga,ROS,Total,4018
2010,Ontario,ROS,1-9,2
2010,Ontario,ROS,10-19,2
2010,Ontario,ROS,20-24,6
2010,Ontario,ROS,<1,7
2010,Ontario,ROS,25-34,9
2010,Ontario,ROS,35-44,20
2010,Ontario,ROS,45-54,56
2010,Ontario,ROS,55-64,117
2010,Ontario,ROS,65-74,171
2010,Ontario,ROS,75-84,240
2010,Ontario,ROS,85+,355
2010,Ontario,ROS,Total,985
2010,Orange,ROS,1-9,6
2010,Orange,ROS,20-24,20
2010,Orange,ROS,10-19,21
2010,Orange,ROS,25-34,40
2010,Orange,ROS,<1,40
2010,Orange,ROS,35-44,59
2010,Orange,ROS,45-54,182
2010,Orange,ROS,55-64,329
2010,Orange,ROS,65-74,397
2010,Orange,ROS,75-84,574
2010,Orange,ROS,85+,789
2010,Orange,ROS,Total,2457
2010,Orleans,ROS,1-9,1
2010,Orleans,ROS,20-24,1
2010,Orleans,ROS,10-19,2
2010,Orleans,ROS,25-34,2
2010,Orleans,ROS,<1,3
2010,Orleans,ROS,35-44,9
2010,Orleans,ROS,45-54,23
2010,Orleans,ROS,55-64,37
2010,Orleans,ROS,65-74,64
2010,Orleans,ROS,75-84,107
2010,Orleans,ROS,85+,137
2010,Orleans,ROS,Total,386
2010,Oswego,ROS,1-9,1
2010,Oswego,ROS,10-19,5
2010,Oswego,ROS,<1,5
2010,Oswego,ROS,20-24,6
2010,Oswego,ROS,25-34,9
2010,Oswego,ROS,35-44,28
2010,Oswego,ROS,45-54,60
2010,Oswego,ROS,55-64,135
2010,Oswego,ROS,65-74,203
2010,Oswego,ROS,75-84,275
2010,Oswego,ROS,85+,302
2010,Oswego,ROS,Total,1029
2010,Otsego,ROS,1-9,1
2010,Otsego,ROS,10-19,1
2010,Otsego,ROS,<1,1
2010,Otsego,ROS,20-24,2
2010,Otsego,ROS,25-34,8
2010,Otsego,ROS,35-44,12
2010,Otsego,ROS,45-54,35
2010,Otsego,ROS,55-64,69
2010,Otsego,ROS,65-74,88
2010,Otsego,ROS,75-84,177
2010,Otsego,ROS,85+,222
2010,Otsego,ROS,Total,616
2010,Putnam,ROS,10-19,4
2010,Putnam,ROS,20-24,4
2010,Putnam,ROS,<1,4
2010,Putnam,ROS,25-34,6
2010,Putnam,ROS,35-44,10
2010,Putnam,ROS,45-54,34
2010,Putnam,ROS,55-64,75
2010,Putnam,ROS,65-74,133
2010,Putnam,ROS,75-84,154
2010,Putnam,ROS,85+,205
2010,Putnam,ROS,Total,629
2010,Queens,NYC,1-9,31
2010,Queens,NYC,10-19,57
2010,Queens,NYC,20-24,73
2010,Queens,NYC,<1,127
2010,Queens,NYC,25-34,204
2010,Queens,NYC,35-44,357
2010,Queens,NYC,45-54,909
2010,Queens,NYC,55-64,1630
2010,Queens,NYC,65-74,2181
2010,Queens,NYC,75-84,3445
2010,Queens,NYC,85+,4643
2010,Queens,NYC,Total,13657
2010,Rensselaer,ROS,1-9,4
2010,Rensselaer,ROS,10-19,6
2010,Rensselaer,ROS,<1,6
2010,Rensselaer,ROS,20-24,8
2010,Rensselaer,ROS,25-34,13
2010,Rensselaer,ROS,35-44,32
2010,Rensselaer,ROS,45-54,87
2010,Rensselaer,ROS,55-64,146
2010,Rensselaer,ROS,65-74,226
2010,Rensselaer,ROS,75-84,431
2010,Rensselaer,ROS,85+,506
2010,Rensselaer,ROS,Total,1465
2010,Richmond,NYC,1-9,9
2010,Richmond,NYC,10-19,13
2010,Richmond,NYC,20-24,18
2010,Richmond,NYC,<1,37
2010,Richmond,NYC,25-34,46
2010,Richmond,NYC,35-44,80
2010,Richmond,NYC,45-54,280
2010,Richmond,NYC,55-64,398
2010,Richmond,NYC,65-74,573
2010,Richmond,NYC,75-84,793
2010,Richmond,NYC,85+,1041
2010,Richmond,NYC,Total,3288
2010,Rockland,ROS,1-9,9
2010,Rockland,ROS,10-19,11
2010,Rockland,ROS,20-24,16
2010,Rockland,ROS,<1,18
2010,Rockland,ROS,25-34,21
2010,Rockland,ROS,35-44,29
2010,Rockland,ROS,45-54,116
2010,Rockland,ROS,55-64,209
2010,Rockland,ROS,65-74,297
2010,Rockland,ROS,75-84,515
2010,Rockland,ROS,85+,715
2010,Rockland,ROS,Total,1956
2010,Saratoga,ROS,1-9,6
2010,Saratoga,ROS,10-19,7
2010,Saratoga,ROS,20-24,7
2010,Saratoga,ROS,<1,10
2010,Saratoga,ROS,25-34,13
2010,Saratoga,ROS,35-44,32
2010,Saratoga,ROS,45-54,91
2010,Saratoga,ROS,55-64,176
2010,Saratoga,ROS,65-74,274
2010,Saratoga,ROS,75-84,408
2010,Saratoga,ROS,85+,550
2010,Saratoga,ROS,Total,1574
2010,Schenectady,ROS,<1,3
2010,Schenectady,ROS,1-9,4
2010,Schenectady,ROS,10-19,6
2010,Schenectady,ROS,20-24,11
2010,Schenectady,ROS,25-34,14
2010,Schenectady,ROS,35-44,26
2010,Schenectady,ROS,45-54,70
2010,Schenectady,ROS,55-64,156
2010,Schenectady,ROS,65-74,216
2010,Schenectady,ROS,75-84,350
2010,Schenectady,ROS,85+,606
2010,Schenectady,ROS,Total,1462
2010,Schoharie,ROS,<1,1
2010,Schoharie,ROS,10-19,2
2010,Schoharie,ROS,25-34,3
2010,Schoharie,ROS,35-44,4
2010,Schoharie,ROS,45-54,13
2010,Schoharie,ROS,55-64,42
2010,Schoharie,ROS,65-74,51
2010,Schoharie,ROS,85+,72
2010,Schoharie,ROS,75-84,79
2010,Schoharie,ROS,Total,267
2010,Schuyler,ROS,20-24,1
2010,Schuyler,ROS,35-44,3
2010,Schuyler,ROS,25-34,4
2010,Schuyler,ROS,45-54,8
2010,Schuyler,ROS,55-64,21
2010,Schuyler,ROS,65-74,41
2010,Schuyler,ROS,75-84,68
2010,Schuyler,ROS,85+,80
2010,Schuyler,ROS,Total,226
2010,Seneca,ROS,10-19,1
2010,Seneca,ROS,20-24,1
2010,Seneca,ROS,35-44,2
2010,Seneca,ROS,25-34,4
2010,Seneca,ROS,<1,5
2010,Seneca,ROS,45-54,22
2010,Seneca,ROS,55-64,30
2010,Seneca,ROS,65-74,61
2010,Seneca,ROS,75-84,105
2010,Seneca,ROS,85+,105
2010,Seneca,ROS,Total,336
2010,St Lawrence,ROS,10-19,4
2010,St Lawrence,ROS,1-9,5
2010,St Lawrence,ROS,20-24,5
2010,St Lawrence,ROS,25-34,10
2010,St Lawrence,ROS,<1,12
2010,St Lawrence,ROS,35-44,26
2010,St Lawrence,ROS,45-54,58
2010,St Lawrence,ROS,55-64,117
2010,St Lawrence,ROS,65-74,207
2010,St Lawrence,ROS,75-84,256
